2019-10-30 10:25:17,930 - psychic_paper | INFO : 70 - The Time Lord has started!
2019-10-30 10:25:21,413 - psychic_paper | DEBUG : 897 - Switch state triggered
2019-10-30 10:25:21,413 - psychic_paper | DEBUG : 916 - Tasks aren't cool.
2019-10-30 10:25:21,413 - psychic_paper | DEBUG : 918 - Finished with match check: False
2019-10-30 10:25:21,413 - psychic_paper | DEBUG : 945 - Timelord not clocked in.  Doesn't matter if it's matched.  Emit 0
2019-10-30 10:25:21,417 - psychic_paper | DEBUG : 897 - Switch state triggered
2019-10-30 10:25:21,417 - psychic_paper | DEBUG : 916 - Tasks aren't cool.
2019-10-30 10:25:21,417 - psychic_paper | DEBUG : 918 - Finished with match check: False
2019-10-30 10:25:21,417 - psychic_paper | DEBUG : 945 - Timelord not clocked in.  Doesn't matter if it's matched.  Emit 0
2019-10-30 10:25:21,420 - psychic_paper | DEBUG : 897 - Switch state triggered
2019-10-30 10:25:21,420 - psychic_paper | DEBUG : 918 - Finished with match check: True
2019-10-30 10:25:21,420 - psychic_paper | DEBUG : 945 - Timelord not clocked in.  Doesn't matter if it's matched.  Emit 0
2019-10-30 10:25:21,423 - psychic_paper | DEBUG : 1488 - Switching tasks...
2019-10-30 10:25:21,509 - psychic_paper | DEBUG : 1542 - clock_in_button_state message: 0
2019-10-30 10:25:21,512 - psychic_paper | DEBUG : 897 - Switch state triggered
2019-10-30 10:25:21,513 - psychic_paper | DEBUG : 918 - Finished with match check: True
2019-10-30 10:25:21,513 - psychic_paper | DEBUG : 945 - Timelord not clocked in.  Doesn't matter if it's matched.  Emit 0
2019-10-30 10:25:21,513 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': u'Pipeline', 'task_id': 22843, 'entity': u'Overhead', 'project': u'Admin', 'project_id': 547}
2019-10-30 10:25:21,674 - psychic_paper | DEBUG : 340 - Starting the main event listener loop...
2019-10-30 10:25:22,165 - psychic_paper | DEBUG : 370 - NEW RECORD! {'attribute_name': 'sg_task_end', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 29, 19, 31, 32, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1337, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1337, 'attribute_name': 'sg_task_end', 'entity_type': 'TimeLog', 'old_value': None, 'field_data_type': 'date_time', 'new_value': '2019-10-30 02:31:00 UTC', 'type': 'attribute_change'}, 'user': {'type': 'HumanUser', 'id': 41, 'name': 'Adam Benson'}, 'session_uuid': '5a2423a6-fabd-11e9-86a7-0242ac110004', 'type': 'EventLogEntry', 'id': 8202861}
2019-10-30 10:25:22,385 - psychic_paper | DEBUG : 1139 - end_time: 2019-10-29 19:31:00-07:00
2019-10-30 10:25:22,388 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:25:22,703 - psychic_paper | DEBUG : 370 - NEW RECORD! {'attribute_name': 'duration', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 29, 19, 31, 33, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1337, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1337, 'attribute_name': 'duration', 'entity_type': 'TimeLog', 'old_value': 0, 'field_data_type': 'duration', 'new_value': 34, 'type': 'attribute_change'}, 'user': {'type': 'ApiUser', 'id': 196, 'name': 'timesheet_duration_check 1.0.0'}, 'session_uuid': '5a2423a6-fabd-11e9-86a7-0242ac110004', 'type': 'EventLogEntry', 'id': 8202862}
2019-10-30 10:25:23,075 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:25:23,717 - psychic_paper | DEBUG : 1139 - end_time: 2019-10-29 19:31:00-07:00
2019-10-30 10:25:24,000 - psychic_paper | DEBUG : 1139 - end_time: 2019-10-29 19:31:00-07:00
2019-10-30 10:25:25,000 - psychic_paper | DEBUG : 1139 - end_time: 2019-10-29 19:31:00-07:00
2019-10-30 10:25:26,000 - psychic_paper | DEBUG : 1139 - end_time: 2019-10-29 19:31:00-07:00
2019-10-30 10:25:26,785 - psychic_paper | DEBUG : 1542 - clock_in_button_state message: 1
2019-10-30 10:25:31,510 - psychic_paper | DEBUG : 421 - NEW RECORD! {'attribute_name': None, 'event_type': 'Shotgun_TimeLog_New', 'created_at': datetime.datetime(2019, 10, 30, 10, 25, 27, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1340, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1340, 'type': 'new_entity', 'entity_type': 'TimeLog'}, 'user': {'type': 'ApiUser', 'id': 159, 'name': 'time_lord 1.0.0'}, 'session_uuid': None, 'type': 'EventLogEntry', 'id': 8202917}
2019-10-30 10:25:31,512 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:25:32,517 - psychic_paper | DEBUG : 421 - NEW RECORD! {'attribute_name': 'date', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 30, 10, 25, 27, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1340, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1340, 'attribute_name': 'date', 'in_create': True, 'entity_type': 'TimeLog', 'old_value': None, 'new_value': '2019-10-30', 'field_data_type': 'date', 'type': 'attribute_change'}, 'user': {'type': 'ApiUser', 'id': 159, 'name': 'time_lord 1.0.0'}, 'session_uuid': None, 'type': 'EventLogEntry', 'id': 8202918}
2019-10-30 10:25:32,519 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:25:33,305 - psychic_paper | DEBUG : 421 - NEW RECORD! {'attribute_name': 'description', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 30, 10, 25, 27, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1340, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1340, 'attribute_name': 'description', 'in_create': True, 'entity_type': 'TimeLog', 'old_value': None, 'new_value': 'Time Lord User Entry', 'field_data_type': 'text', 'type': 'attribute_change'}, 'user': {'type': 'ApiUser', 'id': 159, 'name': 'time_lord 1.0.0'}, 'session_uuid': None, 'type': 'EventLogEntry', 'id': 8202919}
2019-10-30 10:25:33,305 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:25:34,647 - psychic_paper | DEBUG : 421 - NEW RECORD! {'attribute_name': 'entity', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 30, 10, 25, 27, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1340, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1340, 'attribute_name': 'entity', 'in_create': True, 'entity_type': 'TimeLog', 'old_value': None, 'new_value': {'status': 'wtg', 'uuid': 'c9cd0f5a-b54a-11e9-9f69-0242ac110004', 'valid': 'valid', 'type': 'Task', 'id': 22843, 'name': 'Pipeline'}, 'field_data_type': 'entity', 'type': 'attribute_change'}, 'user': {'type': 'ApiUser', 'id': 159, 'name': 'time_lord 1.0.0'}, 'session_uuid': None, 'type': 'EventLogEntry', 'id': 8202920}
2019-10-30 10:26:34,914 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:28:00,329 - psychic_paper | DEBUG : 421 - NEW RECORD! {'attribute_name': 'sg_task_start', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 30, 10, 25, 27, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1340, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1340, 'attribute_name': 'sg_task_start', 'in_create': True, 'entity_type': 'TimeLog', 'old_value': None, 'new_value': '2019-10-30 17:25:26 UTC', 'field_data_type': 'date_time', 'type': 'attribute_change'}, 'user': {'type': 'ApiUser', 'id': 159, 'name': 'time_lord 1.0.0'}, 'session_uuid': None, 'type': 'EventLogEntry', 'id': 8202921}
2019-10-30 10:28:00,331 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:28:01,444 - psychic_paper | DEBUG : 421 - NEW RECORD! {'attribute_name': 'user', 'event_type': 'Shotgun_TimeLog_Change', 'created_at': datetime.datetime(2019, 10, 30, 10, 25, 27, tzinfo=<shotgun_api3.lib.sgtimezone.LocalTimezone object at 0x00000000042726A0>), 'entity': {'type': 'TimeLog', 'id': 1340, 'name': 'Time Lord User Entry'}, 'project': {'type': 'Project', 'id': 547, 'name': 'Admin'}, 'meta': {'entity_id': 1340, 'attribute_name': 'user', 'in_create': True, 'entity_type': 'TimeLog', 'old_value': None, 'new_value': {'status': 'act', 'uuid': '89ed49d6-a21f-11e6-bde8-0242ac110005', 'valid': 'valid', 'type': 'HumanUser', 'id': 41, 'name': 'Adam Benson'}, 'field_data_type': 'entity', 'type': 'attribute_change'}, 'user': {'type': 'ApiUser', 'id': 159, 'name': 'time_lord 1.0.0'}, 'session_uuid': None, 'type': 'EventLogEntry', 'id': 8202922}
2019-10-30 10:28:01,812 - psychic_paper | DEBUG : 587 - Signal Received: {'entity_id': 6244, 'task': 'Pipeline', 'task_id': 22843, 'entity': 'Overhead', 'project': 'Admin', 'project_id': 547}
2019-10-30 10:32:00,805 - psychic_paper | WARNING : 328 - Unknown exception!  Trying again. 'NoneType' object has no attribute 'connections'
2019-10-30 10:36:00,368 - psychic_paper | WARNING : 328 - Unknown exception!  Trying again. 'NoneType' object has no attribute 'connections'
2019-10-30 10:38:00,247 - psychic_paper | WARNING : 328 - Unknown exception!  Trying again. 'NoneType' object has no attribute 'connections'
2019-10-30 10:39:00,075 - psychic_paper | WARNING : 328 - Unknown exception!  Trying again. 'NoneType' object has no attribute 'connections'
